AÑO;MES;DIA;REGION;COMUNA;TOTAL
2021;7;28;VIII Región de Concepción;CORONEL;1
2021;4;19;VIII Región de Concepción;CORONEL;5
2021;7;21;VIII Región de Concepción;CORONEL;2
2021;11;24;VIII Región de Concepción;CORONEL;2
2021;1;6;VIII Región de Concepción;HUALPÉN;2
2021;12;6;VIII Región de Concepción;HUALPÉN;11
2021;2;12;VIII Región de Concepción;CONCEPCIÓN;24
2021;6;15;VIII Región de Concepción;CONCEPCIÓN;13
2021;11;17;VIII Región de Concepción;CORONEL;2
2021;4;3;VIII Región de Concepción;LOS ANGELES;2
2021;4;7;VIII Región de Concepción;CONCEPCIÓN;19
2021;7;8;VIII Región de Concepción;LEBU;1
2021;1;11;VIII Región de Concepción;LOS ANGELES;28
2021;1;28;VIII Región de Concepción;TALCAHUANO;12
2021;9;28;VIII Región de Concepción;CONCEPCIÓN;18
2021;3;23;VIII Región de Concepción;CAÑETE;1
2021;4;12;VIII Región de Concepción;CURANILAHUE;6
2021;10;8;VIII Región de Concepción;CURANILAHUE;1
2021;1;26;VIII Región de Concepción;CURANILAHUE;4
2021;1;14;VIII Región de Concepción;HUALPÉN;5
2021;4;5;VIII Región de Concepción;CURANILAHUE;6
2021;2;5;VIII Región de Concepción;CONCEPCIÓN;12
2021;3;8;VIII Región de Concepción;SAN PEDRO DE LA PAZ;1
2021;5;18;VIII Región de Concepción;YUMBEL;1
2021;12;10;VIII Región de Concepción;LOS ANGELES;10
2021;6;8;VIII Región de Concepción;CORONEL;4
2021;11;3;VIII Región de Concepción;CURANILAHUE;5
2021;1;18;VIII Región de Concepción;YUMBEL;1
2021;3;4;VIII Región de Concepción;CORONEL;2
2021;8;20;VIII Región de Concepción;LOTA;1
2021;10;14;VIII Región de Concepción;CORONEL;3
2021;12;2;VIII Región de Concepción;LOS ANGELES;15
2021;5;7;VIII Región de Concepción;CORONEL;3
2021;11;15;VIII Región de Concepción;LOS ANGELES;16
2021;6;24;VIII Región de Concepción;CONCEPCIÓN;19
2021;10;1;VIII Región de Concepción;TALCAHUANO;6
2021;2;15;VIII Región de Concepción;LOS ANGELES;21
2021;3;16;VIII Región de Concepción;TALCAHUANO;11
2021;8;18;VIII Región de Concepción;CORONEL;2
2021;7;14;VIII Región de Concepción;CURANILAHUE;6
2021;8;30;VIII Región de Concepción;CURANILAHUE;8
2021;3;12;VIII Región de Concepción;LOS ANGELES;17
2021;10;6;VIII Región de Concepción;TALCAHUANO;13
2021;11;4;VIII Región de Concepción;CONCEPCIÓN;14
2021;2;18;VIII Región de Concepción;HUALPÉN;4
2021;4;23;VIII Región de Concepción;HUALPÉN;3
2021;6;14;VIII Región de Concepción;CURANILAHUE;4
2021;4;28;VIII Región de Concepción;CORONEL;2
2021;12;9;VIII Región de Concepción;CONCEPCIÓN;16
2021;12;20;VIII Región de Concepción;TALCAHUANO;20
2021;10;27;VIII Región de Concepción;MULCHÉN;1
2021;7;15;VIII Región de Concepción;CONCEPCIÓN;18
2021;11;19;VIII Región de Concepción;CURANILAHUE;6
2021;4;9;VIII Región de Concepción;LOS ANGELES;11
2021;9;20;VIII Región de Concepción;HUALPÉN;15
2021;1;25;VIII Región de Concepción;LOS ANGELES;18
2021;1;13;VIII Región de Concepción;LOTA;2
2021;5;31;VIII Región de Concepción;CORONEL;4
2021;3;25;VIII Región de Concepción;CORONEL;2
2021;5;20;VIII Región de Concepción;TALCAHUANO;12
2021;8;2;VIII Región de Concepción;CONCEPCIÓN;29
2021;5;6;VIII Región de Concepción;HUALPÉN;3
2021;8;9;VIII Región de Concepción;LOS ANGELES;22
2021;12;24;VIII Región de Concepción;LOS ANGELES;9
2021;5;26;VIII Región de Concepción;TALCAHUANO;8
2021;8;17;VIII Región de Concepción;CONCEPCIÓN;19
2021;6;15;VIII Región de Concepción;LOS ANGELES;22
2021;11;10;VIII Región de Concepción;HUALPÉN;15
2021;4;29;VIII Región de Concepción;LOS ANGELES;12
2021;11;29;VIII Región de Concepción;CORONEL;7
2021;4;7;VIII Región de Concepción;LOS ANGELES;9
2021;11;3;VIII Región de Concepción;CONCEPCIÓN;22
2021;4;22;VIII Región de Concepción;CORONEL;4
2021;5;14;VIII Región de Concepción;LOS ANGELES;5
2021;4;15;VIII Región de Concepción;CONCEPCIÓN;19
2021;9;8;VIII Región de Concepción;LOS ANGELES;13
2021;1;29;VIII Región de Concepción;CURANILAHUE;5
2021;2;12;VIII Región de Concepción;TALCAHUANO;3
2021;6;4;VIII Región de Concepción;CORONEL;1
2021;6;11;VIII Región de Concepción;HUALPÉN;6
2021;8;24;VIII Región de Concepción;TALCAHUANO;12
2021;8;10;VIII Región de Concepción;CORONEL;1
2021;3;2;VIII Región de Concepción;CAÑETE;1
2021;2;25;VIII Región de Concepción;LOTA;1
2021;10;22;VIII Región de Concepción;HUALPÉN;5
2021;12;10;VIII Región de Concepción;SAN PEDRO DE LA PAZ;1
2021;11;11;VIII Región de Concepción;CAÑETE;1
2021;10;4;VIII Región de Concepción;CONCEPCIÓN;24
2021;4;23;VIII Región de Concepción;CONCEPCIÓN;19
2021;5;28;VIII Región de Concepción;CURANILAHUE;1
2021;7;27;VIII Región de Concepción;CONCEPCIÓN;23
2021;9;29;VIII Región de Concepción;LOTA;1
2021;3;24;VIII Región de Concepción;HUALPÉN;4
2021;12;3;VIII Región de Concepción;CORONEL;3
2021;10;12;VIII Región de Concepción;LOS ANGELES;41
2021;8;13;VIII Región de Concepción;TALCAHUANO;7
2021;10;7;VIII Región de Concepción;CORONEL;2
2021;1;12;VIII Región de Concepción;TALCAHUANO;16
2021;12;13;VIII Región de Concepción;CORONEL;2
2021;9;7;VIII Región de Concepción;HUALPÉN;8
2021;2;1;VIII Región de Concepción;MULCHÉN;1
2021;6;22;VIII Región de Concepción;LOS ANGELES;21
2021;5;25;VIII Región de Concepción;TALCAHUANO;12
2021;11;9;VIII Región de Concepción;LOS ANGELES;14
2021;2;4;VIII Región de Concepción;CURANILAHUE;5
2021;2;1;VIII Región de Concepción;TALCAHUANO;19
2021;9;3;VIII Región de Concepción;CONCEPCIÓN;11
2021;12;21;VIII Región de Concepción;CORONEL;1
2021;10;13;VIII Región de Concepción;CURANILAHUE;6
2021;8;31;VIII Región de Concepción;LOS ANGELES;12
2021;7;1;VIII Región de Concepción;CORONEL;3
2021;10;8;VIII Región de Concepción;CAÑETE;1
2021;6;3;VIII Región de Concepción;HUALPÉN;6
2021;1;11;VIII Región de Concepción;CURANILAHUE;6
2021;4;19;VIII Región de Concepción;LOS ANGELES;22
2021;10;18;VIII Región de Concepción;CURANILAHUE;3
2021;8;19;VIII Región de Concepción;TALCAHUANO;4
2021;3;1;VIII Región de Concepción;CURANILAHUE;12
2021;8;27;VIII Región de Concepción;CONCEPCIÓN;18
2021;5;31;VIII Región de Concepción;TOMÉ;1
2021;12;29;VIII Región de Concepción;HUALPÉN;4
2021;1;6;VIII Región de Concepción;TALCAHUANO;12
2021;12;2;VIII Región de Concepción;CURANILAHUE;1
2021;2;24;VIII Región de Concepción;TALCAHUANO;9
2021;11;15;VIII Región de Concepción;CURANILAHUE;11
2021;10;6;VIII Región de Concepción;CURANILAHUE;3
2021;2;22;VIII Región de Concepción;HUALPÉN;6
2021;7;29;VIII Región de Concepción;CORONEL;4
2021;12;27;VIII Región de Concepción;CONCEPCIÓN;35
2021;6;8;VIII Región de Concepción;LOS ANGELES;17
2021;12;7;VIII Región de Concepción;HUALPÉN;12
2021;2;15;VIII Región de Concepción;CORONEL;5
2021;3;19;VIII Región de Concepción;HUALPÉN;2
2021;5;7;VIII Región de Concepción;LOS ANGELES;15
2021;6;8;VIII Región de Concepción;TALCAHUANO;7
2021;2;3;VIII Región de Concepción;HUALPÉN;2
2021;6;24;VIII Región de Concepción;LOS ANGELES;17
2021;5;17;VIII Región de Concepción;CONCEPCIÓN;21
2021;1;5;VIII Región de Concepción;CONCEPCIÓN;20
2021;9;2;VIII Región de Concepción;CORONEL;1
2021;6;24;VIII Región de Concepción;TALCAHUANO;10
2021;3;29;VIII Región de Concepción;HUALPÉN;12
2021;8;18;VIII Región de Concepción;TALCAHUANO;11
2021;10;27;VIII Región de Concepción;HUALPÉN;6
2021;2;11;VIII Región de Concepción;LOS ANGELES;18
2021;5;20;VIII Región de Concepción;CURANILAHUE;4
2021;8;16;VIII Región de Concepción;CORONEL;7
2021;7;12;VIII Región de Concepción;CURANILAHUE;4
2021;8;26;VIII Región de Concepción;CORONEL;3
2021;3;10;VIII Región de Concepción;LOTA;1
2021;11;23;VIII Región de Concepción;TALCAHUANO;15
2021;1;28;VIII Región de Concepción;CONCEPCIÓN;5
2021;7;15;VIII Región de Concepción;LOS ANGELES;17
2021;8;11;VIII Región de Concepción;TOMÉ;1
2021;6;10;VIII Región de Concepción;HUALPÉN;12
2021;11;5;VIII Región de Concepción;CURANILAHUE;5
2021;3;8;VIII Región de Concepción;CORONEL;3
2021;8;9;VIII Región de Concepción;CURANILAHUE;5
2021;12;24;VIII Región de Concepción;CURANILAHUE;4
2021;12;6;VIII Región de Concepción;LOS ANGELES;21
2021;7;15;VIII Región de Concepción;TALCAHUANO;10
2021;3;15;VIII Región de Concepción;TALCAHUANO;20
2021;9;20;VIII Región de Concepción;TALCAHUANO;22
2021;8;24;VIII Región de Concepción;HUALPÉN;11
2021;12;10;VIII Región de Concepción;CONCEPCIÓN;21
2021;2;2;VIII Región de Concepción;HUALPÉN;11
2021;8;20;VIII Región de Concepción;CONCEPCIÓN;14
2021;9;1;VIII Región de Concepción;CONCEPCIÓN;16
2021;3;16;VIII Región de Concepción;CURANILAHUE;3
2021;8;17;VIII Región de Concepción;LOS ANGELES;24
2021;9;21;VIII Región de Concepción;CURANILAHUE;3
2021;7;8;VIII Región de Concepción;TOMÉ;1
2021;5;19;VIII Región de Concepción;CONCEPCIÓN;11
2021;1;7;VIII Región de Concepción;HUALPÉN;2
2021;9;6;VIII Región de Concepción;HUALPÉN;13
2021;12;22;VIII Región de Concepción;CURANILAHUE;1
2021;8;17;VIII Región de Concepción;TALCAHUANO;10
2021;10;8;VIII Región de Concepción;TALCAHUANO;8
2021;10;26;VIII Región de Concepción;HUALPÉN;10
2021;9;24;VIII Región de Concepción;CURANILAHUE;3
2021;6;4;VIII Región de Concepción;LOTA;1
2021;2;22;VIII Región de Concepción;PENCO;1
2021;10;29;VIII Región de Concepción;LOTA;1
2021;6;22;VIII Región de Concepción;CORONEL;5
2021;7;7;VIII Región de Concepción;CONCEPCIÓN;17
2021;5;25;VIII Región de Concepción;HUALPÉN;10
2021;8;6;VIII Región de Concepción;HUALPÉN;9
2021;12;20;VIII Región de Concepción;CORONEL;8
2021;1;27;VIII Región de Concepción;CURANILAHUE;4
2021;2;8;VIII Región de Concepción;CORONEL;3
2021;3;9;VIII Región de Concepción;TALCAHUANO;8
2021;6;9;VIII Región de Concepción;CURANILAHUE;2
2021;2;18;VIII Región de Concepción;LOS ANGELES;10
2021;7;27;VIII Región de Concepción;LOTA;1
2021;8;23;VIII Región de Concepción;LOTA;1
2021;4;16;VIII Región de Concepción;LOS ANGELES;18
2021;7;20;VIII Región de Concepción;LOS ANGELES;16
2021;3;2;VIII Región de Concepción;SAN PEDRO DE LA PAZ;1
2021;12;3;VIII Región de Concepción;LOTA;1
2021;11;9;VIII Región de Concepción;CURANILAHUE;4
2021;1;25;VIII Región de Concepción;CONCEPCIÓN;31
2021;11;26;VIII Región de Concepción;CORONEL;3
2021;12;13;VIII Región de Concepción;LOTA;1
2021;10;20;VIII Región de Concepción;HUALPÉN;4
2021;5;17;VIII Región de Concepción;TALCAHUANO;16
2021;6;7;VIII Región de Concepción;CORONEL;6
2021;1;5;VIII Región de Concepción;TALCAHUANO;11
2021;4;21;VIII Región de Concepción;CONCEPCIÓN;7
2021;8;19;VIII Región de Concepción;CURANILAHUE;1
2021;3;22;VIII Región de Concepción;LOS ANGELES;28
2021;4;26;VIII Región de Concepción;CURANILAHUE;6
2021;8;9;VIII Región de Concepción;CONCEPCIÓN;32
2021;7;21;VIII Región de Concepción;HUALPÉN;13
2021;12;21;VIII Región de Concepción;LOS ANGELES;21
2021;9;27;VIII Región de Concepción;TALCAHUANO;25
2021;8;4;VIII Región de Concepción;TOMÉ;1
2021;6;15;VIII Región de Concepción;CORONEL;2
2021;3;11;VIII Región de Concepción;CORONEL;1
2021;1;21;VIII Región de Concepción;LOS ANGELES;17
2021;4;14;VIII Región de Concepción;TALCAHUANO;7
2021;1;4;VIII Región de Concepción;CURANILAHUE;6
2021;8;27;VIII Región de Concepción;LOS ANGELES;14
2021;9;13;VIII Región de Concepción;CONCEPCIÓN;43
2021;3;26;VIII Región de Concepción;CORONEL;3
2021;5;27;VIII Región de Concepción;LOS ANGELES;19
2021;6;11;VIII Región de Concepción;LOS ANGELES;9
2021;1;22;VIII Región de Concepción;CURANILAHUE;1
2021;7;9;VIII Región de Concepción;CORONEL;3
2021;1;12;VIII Región de Concepción;CONCEPCIÓN;10
2021;7;29;VIII Región de Concepción;LOTA;1
2021;10;19;VIII Región de Concepción;CURANILAHUE;2
2021;6;24;VIII Región de Concepción;CURANILAHUE;8
2021;5;27;VIII Región de Concepción;TALCAHUANO;11
2021;4;15;VIII Región de Concepción;SANTA BÁRBARA;1
2021;7;19;VIII Región de Concepción;TALCAHUANO;15
2021;3;2;VIII Región de Concepción;HUALPÉN;4
2021;8;6;VIII Región de Concepción;CONCEPCIÓN;15
2021;8;18;VIII Región de Concepción;HUALPÉN;6
2021;10;12;VIII Región de Concepción;CONCEPCIÓN;42
2021;11;18;VIII Región de Concepción;LOS ANGELES;11
2021;10;22;VIII Región de Concepción;LOTA;1
2021;11;11;VIII Región de Concepción;CURANILAHUE;5
2021;3;5;VIII Región de Concepción;CURANILAHUE;4
2021;1;5;VIII Región de Concepción;LOS ANGELES;22
2021;3;24;VIII Región de Concepción;LOTA;1
2021;3;17;VIII Región de Concepción;LOS ANGELES;5
2021;5;10;VIII Región de Concepción;CONCEPCIÓN;23
2021;9;16;VIII Región de Concepción;TALCAHUANO;9
2021;4;1;VIII Región de Concepción;CORONEL;2
2021;8;11;VIII Región de Concepción;HUALPÉN;5
2021;1;20;VIII Región de Concepción;LOTA;1
2021;5;13;VIII Región de Concepción;HUALPÉN;1
2021;9;2;VIII Región de Concepción;TOMÉ;1
2021;7;15;VIII Región de Concepción;CORONEL;1
2021;1;18;VIII Región de Concepción;CONCEPCIÓN;20
2021;10;25;VIII Región de Concepción;HUALPÉN;9
2021;7;12;VIII Región de Concepción;LOTA;2
2021;10;5;VIII Región de Concepción;CONCEPCIÓN;16
2021;5;18;VIII Región de Concepción;CORONEL;2
2021;4;19;VIII Región de Concepción;CONCEPCIÓN;35
2021;7;21;VIII Región de Concepción;CONCEPCIÓN;14
2021;11;24;VIII Región de Concepción;CONCEPCIÓN;9
2021;1;6;VIII Región de Concepción;CURANILAHUE;5
2021;2;16;VIII Región de Concepción;TALCAHUANO;4
2021;12;6;VIII Región de Concepción;CURANILAHUE;7
2021;7;5;VIII Región de Concepción;TALCAHUANO;9
2021;12;14;VIII Región de Concepción;CORONEL;5
2021;6;7;VIII Región de Concepción;TALCAHUANO;11
2021;6;23;VIII Región de Concepción;LEBU;1
2021;7;6;VIII Región de Concepción;CORONEL;3
2021;3;11;VIII Región de Concepción;LOS ANGELES;12
2021;6;29;VIII Región de Concepción;CORONEL;3
2021;12;10;VIII Región de Concepción;LEBU;1
2021;12;24;VIII Región de Concepción;TALCAHUANO;7
2021;12;29;VIII Región de Concepción;LOS ANGELES;15
2021;10;14;VIII Región de Concepción;CONCEPCIÓN;20
2021;7;19;VIII Región de Concepción;LOS ANGELES;24
2021;9;1;VIII Región de Concepción;LOS ANGELES;7
2021;3;16;VIII Región de Concepción;LOTA;1
2021;2;10;VIII Región de Concepción;CONCEPCIÓN;16
2021;7;2;VIII Región de Concepción;CORONEL;1
2021;4;29;VIII Región de Concepción;YUMBEL;1
2021;3;11;VIII Región de Concepción;TOMÉ;1
2021;10;6;VIII Región de Concepción;LOS ANGELES;16
2021;5;14;VIII Región de Concepción;TALCAHUANO;7
2021;12;7;VIII Región de Concepción;LOS ANGELES;17
2021;1;4;VIII Región de Concepción;TALCAHUANO;19
2021;3;2;VIII Región de Concepción;CONCEPCIÓN;11
2021;5;12;VIII Región de Concepción;HUALPÉN;5
2021;8;18;VIII Región de Concepción;CONCEPCIÓN;13
2021;4;30;VIII Región de Concepción;LOTA;1
2021;12;15;VIII Región de Concepción;LOS ANGELES;10
2021;8;25;VIII Región de Concepción;LOS ANGELES;12
2021;12;30;VIII Región de Concepción;HUALPÉN;12
2021;10;4;VIII Región de Concepción;CORONEL;2
2021;4;23;VIII Región de Concepción;CURANILAHUE;2
2021;10;15;VIII Región de Concepción;ARAUCO;1
2021;7;20;VIII Región de Concepción;CORONEL;4
2021;11;16;VIII Región de Concepción;CORONEL;1
2021;6;2;VIII Región de Concepción;LOS ANGELES;14
2021;8;25;VIII Región de Concepción;TALCAHUANO;6
2021;3;10;VIII Región de Concepción;CONCEPCIÓN;13
2021;1;8;VIII Región de Concepción;LOS ANGELES;17
2021;3;29;VIII Región de Concepción;LOS ANGELES;22
2021;12;23;VIII Región de Concepción;LOS ANGELES;16
2021;6;17;VIII Región de Concepción;HUALPÉN;4
2021;9;27;VIII Región de Concepción;HUALPÉN;15
2021;5;3;VIII Región de Concepción;CURANILAHUE;5
2021;8;4;VIII Región de Concepción;HUALPÉN;9
2021;3;15;VIII Región de Concepción;CORONEL;3
2021;9;20;VIII Región de Concepción;CURANILAHUE;6
2021;6;2;VIII Región de Concepción;TALCAHUANO;6
2021;2;4;VIII Región de Concepción;HUALPÉN;6
2021;2;19;VIII Región de Concepción;CONCEPCIÓN;17
2021;5;31;VIII Región de Concepción;CONCEPCIÓN;26
2021;3;25;VIII Región de Concepción;CONCEPCIÓN;15
2021;3;18;VIII Región de Concepción;CURANILAHUE;3
2021;11;9;VIII Región de Concepción;TALCAHUANO;7
2021;2;9;VIII Región de Concepción;HUALPÉN;3
2021;5;6;VIII Región de Concepción;CURANILAHUE;4
2021;8;9;VIII Región de Concepción;LEBU;1
2021;11;2;VIII Región de Concepción;SANTA BÁRBARA;1
2021;5;14;VIII Región de Concepción;CAÑETE;1
2021;6;18;VIII Región de Concepción;CONCEPCIÓN;11
2021;11;10;VIII Región de Concepción;CURANILAHUE;2
2021;8;27;VIII Región de Concepción;CORONEL;1
2021;8;12;VIII Región de Concepción;LOS ANGELES;12
2021;12;14;VIII Región de Concepción;LOS ANGELES;18
2021;8;24;VIII Región de Concepción;LOS ANGELES;23
2021;10;1;VIII Región de Concepción;HUALPÉN;8
2021;4;22;VIII Región de Concepción;CONCEPCIÓN;8
2021;5;27;VIII Región de Concepción;CORONEL;3
2021;4;29;VIII Región de Concepción;TALCAHUANO;13
2021;12;14;VIII Región de Concepción;TALCAHUANO;8
2021;6;11;VIII Región de Concepción;CURANILAHUE;2
2021;11;8;VIII Región de Concepción;CONCEPCIÓN;31
2021;11;15;VIII Región de Concepción;HUALPÉN;16
2021;8;10;VIII Región de Concepción;CONCEPCIÓN;16
2021;1;7;VIII Región de Concepción;LOS ANGELES;22
2021;9;6;VIII Región de Concepción;LOS ANGELES;19
2021;9;21;VIII Región de Concepción;SAN PEDRO DE LA PAZ;1
2021;6;16;VIII Región de Concepción;HUALPÉN;8
2021;11;18;VIII Región de Concepción;CORONEL;1
2021;3;12;VIII Región de Concepción;HUALPÉN;7
2021;10;22;VIII Región de Concepción;CURANILAHUE;2
2021;1;12;VIII Región de Concepción;LOS ANGELES;19
2021;3;26;VIII Región de Concepción;TALCAHUANO;12
2021;9;9;VIII Región de Concepción;HUALPÉN;4
2021;3;24;VIII Región de Concepción;CURANILAHUE;3
2021;5;25;VIII Región de Concepción;LOS ANGELES;12
2021;12;3;VIII Región de Concepción;CONCEPCIÓN;7
2021;10;26;VIII Región de Concepción;TALCAHUANO;7
2021;11;30;VIII Región de Concepción;LOS ANGELES;17
2021;6;30;VIII Región de Concepción;HUALPÉN;12
2021;10;7;VIII Región de Concepción;CONCEPCIÓN;14
2021;1;20;VIII Región de Concepción;HUALPÉN;4
2021;7;23;VIII Región de Concepción;CURANILAHUE;2
2021;9;7;VIII Región de Concepción;CURANILAHUE;6
2021;4;16;VIII Región de Concepción;PENCO;1
2021;2;1;VIII Región de Concepción;LOTA;1
2021;6;22;VIII Región de Concepción;LEBU;1
2021;3;22;VIII Región de Concepción;CONCEPCIÓN;27
2021;11;30;VIII Región de Concepción;TALCAHUANO;12
2021;10;20;VIII Región de Concepción;LOS ANGELES;11
2021;11;4;VIII Región de Concepción;TALCAHUANO;7
2021;9;10;VIII Región de Concepción;CONCEPCIÓN;18
2021;12;28;VIII Región de Concepción;LOS ANGELES;21
2021;3;3;VIII Región de Concepción;LOS ANGELES;15
2021;12;21;VIII Región de Concepción;CONCEPCIÓN;22
2021;7;15;VIII Región de Concepción;NEGRETE;1
2021;7;1;VIII Región de Concepción;CONCEPCIÓN;20
2021;6;3;VIII Región de Concepción;CURANILAHUE;4
2021;4;6;VIII Región de Concepción;TALCAHUANO;15
2021;11;5;VIII Región de Concepción;HUALPÉN;8
2021;7;8;VIII Región de Concepción;CONCEPCIÓN;15
2021;10;5;VIII Región de Concepción;LOS ANGELES;22
2021;3;30;VIII Región de Concepción;CORONEL;3
2021;7;28;VIII Región de Concepción;LOS ALAMOS;1
2021;12;9;VIII Región de Concepción;TALCAHUANO;15
2021;12;24;VIII Región de Concepción;HUALPÉN;4
2021;10;28;VIII Región de Concepción;CORONEL;3
2021;5;24;VIII Región de Concepción;CONCEPCIÓN;45
2021;5;11;VIII Región de Concepción;HUALPÉN;9
2021;9;10;VIII Región de Concepción;TOMÉ;1
2021;12;29;VIII Región de Concepción;CURANILAHUE;3
2021;9;8;VIII Región de Concepción;HUALPÉN;7
2021;11;22;VIII Región de Concepción;CORONEL;2
2021;3;23;VIII Región de Concepción;HUALPÉN;6
2021;10;25;VIII Región de Concepción;TALCAHUANO;17
2021;6;11;VIII Región de Concepción;CONCEPCIÓN;9
2021;6;29;VIII Región de Concepción;LOS ANGELES;29
2021;6;1;VIII Región de Concepción;HUALPÉN;8
2021;1;19;VIII Región de Concepción;CORONEL;3
2021;7;22;VIII Región de Concepción;CORONEL;1
2021;3;4;VIII Región de Concepción;LOS ANGELES;13
2021;12;7;VIII Región de Concepción;CURANILAHUE;4
2021;7;6;VIII Región de Concepción;SANTA BÁRBARA;1
2021;12;17;VIII Región de Concepción;TALCAHUANO;10
2021;3;19;VIII Región de Concepción;CURANILAHUE;5
2021;8;13;VIII Región de Concepción;HUALPÉN;8
2021;8;25;VIII Región de Concepción;CORONEL;3
2021;11;3;VIII Región de Concepción;TOMÉ;1
2021;2;3;VIII Región de Concepción;CURANILAHUE;2
2021;6;24;VIII Región de Concepción;LEBU;1
2021;3;2;VIII Región de Concepción;LOS ANGELES;19
2021;3;24;VIII Región de Concepción;CHIGUAYANTE;1
2021;9;2;VIII Región de Concepción;CONCEPCIÓN;18
2021;8;18;VIII Región de Concepción;LOS ANGELES;10
2021;4;13;VIII Región de Concepción;CORONEL;5
2021;8;30;VIII Región de Concepción;LOS ANGELES;24
2021;6;9;VIII Región de Concepción;HUALPÉN;8
2021;11;11;VIII Región de Concepción;LOS ANGELES;14
2021;3;29;VIII Región de Concepción;CURANILAHUE;6
2021;10;27;VIII Región de Concepción;CURANILAHUE;1
2021;1;15;VIII Región de Concepción;TALCAHUANO;5
2021;8;16;VIII Región de Concepción;CONCEPCIÓN;24
2021;6;14;VIII Región de Concepción;LOS ANGELES;19
2021;1;25;VIII Región de Concepción;CORONEL;3
2021;1;13;VIII Región de Concepción;CORONEL;2
2021;8;11;VIII Región de Concepción;LOS ANGELES;16
2021;6;25;VIII Región de Concepción;HUALPÉN;6
2021;10;4;VIII Región de Concepción;TALCAHUANO;18
2021;12;9;VIII Región de Concepción;LAJA;1
2021;11;2;VIII Región de Concepción;HUALPÉN;11
2021;9;30;VIII Región de Concepción;HUALPÉN;8
2021;5;26;VIII Región de Concepción;CORONEL;3
2021;5;13;VIII Región de Concepción;LOS ANGELES;15
2021;11;19;VIII Región de Concepción;LOS ANGELES;9
2021;3;15;VIII Región de Concepción;LOS ANGELES;29
2021;12;1;VIII Región de Concepción;HUALPÉN;9
2021;8;11;VIII Región de Concepción;TALCAHUANO;5
2021;6;10;VIII Región de Concepción;CURANILAHUE;2
2021;3;30;VIII Región de Concepción;CAÑETE;1
2021;8;9;VIII Región de Concepción;CORONEL;4
2021;3;25;VIII Región de Concepción;LOTA;1
2021;5;13;VIII Región de Concepción;TALCAHUANO;7
2021;2;12;VIII Región de Concepción;HUALPÉN;1
2021;11;10;VIII Región de Concepción;CHIGUAYANTE;1
2021;4;29;VIII Región de Concepción;HUALPÉN;8
2021;4;7;VIII Región de Concepción;HUALPÉN;6
2021;10;18;VIII Región de Concepción;LOS ANGELES;22
2021;5;4;VIII Región de Concepción;CORONEL;1
2021;7;1;VIII Región de Concepción;TALCAHUANO;5
2021;11;29;VIII Región de Concepción;LOTA;2
2021;2;22;VIII Región de Concepción;CONCEPCIÓN;18
2021;3;30;VIII Región de Concepción;TOMÉ;1
2021;1;7;VIII Región de Concepción;CURANILAHUE;8
2021;4;15;VIII Región de Concepción;LEBU;1
2021;3;1;VIII Región de Concepción;TALCAHUANO;14
2021;10;26;VIII Región de Concepción;CURANILAHUE;3
2021;8;27;VIII Región de Concepción;TOMÉ;1
2021;4;27;VIII Región de Concepción;LOTA;2
2021;12;20;VIII Región de Concepción;CONCEPCIÓN;24
2021;10;12;VIII Región de Concepción;CORONEL;12
2021;11;15;VIII Región de Concepción;TOMÉ;1
2021;11;4;VIII Región de Concepción;HUALPÉN;15
2021;5;28;VIII Región de Concepción;LOTA;1
2021;12;7;VIII Región de Concepción;TALCAHUANO;10
2021;2;1;VIII Región de Concepción;HUALPÉN;7
2021;11;18;VIII Región de Concepción;TALCAHUANO;6
2021;2;11;VIII Región de Concepción;CURANILAHUE;2
2021;2;26;VIII Región de Concepción;CONCEPCIÓN;13
2021;5;10;VIII Región de Concepción;CORONEL;1
2021;2;23;VIII Región de Concepción;LOS ANGELES;12
2021;7;30;VIII Región de Concepción;LOS ANGELES;21
2021;9;14;VIII Región de Concepción;LOS ANGELES;13
2021;12;30;VIII Región de Concepción;TALCAHUANO;10
2021;10;20;VIII Región de Concepción;CURANILAHUE;3
2021;12;9;VIII Región de Concepción;HUALPÉN;14
2021;6;7;VIII Región de Concepción;CONCEPCIÓN;23
2021;12;3;VIII Región de Concepción;TALCAHUANO;7
2021;6;17;VIII Región de Concepción;LOS ANGELES;9
2021;9;27;VIII Región de Concepción;LOTA;1
2021;7;30;VIII Región de Concepción;TALCAHUANO;10
2021;1;20;VIII Región de Concepción;TOMÉ;1
2021;11;12;VIII Región de Concepción;CORONEL;4
2021;7;21;VIII Región de Concepción;CURANILAHUE;4
2021;2;9;VIII Región de Concepción;LOS ANGELES;7
2021;5;6;VIII Región de Concepción;LOS ALAMOS;1
2021;3;11;VIII Región de Concepción;CONCEPCIÓN;13
2021;8;12;VIII Región de Concepción;CORONEL;2
2021;9;15;VIII Región de Concepción;CURANILAHUE;2
2021;10;21;VIII Región de Concepción;CONCEPCIÓN;10
2021;4;26;VIII Región de Concepción;PENCO;1
2021;8;24;VIII Región de Concepción;CURANILAHUE;4
2021;6;18;VIII Región de Concepción;CORONEL;6
2021;8;5;VIII Región de Concepción;CORONEL;1
2021;8;17;VIII Región de Concepción;HUALPÉN;7
2021;7;13;VIII Región de Concepción;HUALPÉN;9
2021;6;3;VIII Región de Concepción;TALCAHUANO;9
2021;11;5;VIII Región de Concepción;TALCAHUANO;11
